主ID	掉落库ID	概率	掉落类型	掉落ID	最小掉落	最大掉落
195	10025	3000	2	4020012	1	3
196	10025	6000	2	4080001	1	3
197	10025	1000	2	4080002	1	3
198	10025	6000	2	4090006	1	3
199	10025	1000	2	4090007	1	3
200	10025	8000	2	4020000	1	3
201	10026	7000	2	4020015	1	3
202	10026	3000	2	4020011	1	3
203	10026	6000	2	4080001	1	3
204	10026	1000	2	4080002	1	3
205	10026	6000	2	4090006	1	3
206	10026	1000	2	4090007	1	3
207	10026	8000	2	4020000	1	3
208	10027	7000	2	4020014	1	3
209	10027	3000	2	4020010	1	3
210	10027	6000	2	4080001	1	3
211	10027	1000	2	4080002	1	3
212	10027	6000	2	4090006	1	3
213	10027	1000	2	4090007	1	3
214	10027	8000	2	4020000	1	3
215	10028	7000	2	4020016	1	3
216	10028	3000	2	4020009	1	3
217	10028	6000	2	4080001	1	3
218	10028	1000	2	4080002	1	3
219	10028	6000	2	4090006	1	3
220	10028	1000	2	4090007	1	3
221	10028	8000	2	4020000	1	3
222	10029	7000	2	4020017	1	3
223	10029	3000	2	4020007	1	3
224	10029	6000	2	4080001	1	3
225	10029	1000	2	4080002	1	3
226	10029	6000	2	4090006	1	3
227	10029	1000	2	4090007	1	3
228	10029	8000	2	4020000	1	3
229	10030	7000	2	4020018	1	3
230	10030	3000	2	4020008	1	3
231	10030	6000	2	4080001	1	3
232	10030	1000	2	4080002	1	3
233	10030	6000	2	4090006	1	3
234	10030	1000	2	4090007	1	3
235	10030	8000	2	4020000	1	3
236	10031	7000	2	4020016	1	3
237	10031	6000	2	4080001	1	3
238	10031	1000	2	4080002	1	3
239	10031	6000	2	4090006	1	3
240	10031	1000	2	4090007	1	3
241	10031	8000	2	4020000	1	3
242	10032	7000	2	4020016	1	3
243	10032	6000	2	4080001	1	3
244	10032	1000	2	4080002	1	3
245	10032	6000	2	4090006	1	3
246	10032	1000	2	4090007	1	3
247	10032	8000	2	4020000	1	3
248	10033	7000	2	4020018	1	3
249	10033	6000	2	4080001	1	3
250	10033	1000	2	4080002	1	3
251	10033	6000	2	4090006	1	3
252	10033	1000	2	4090007	1	3
253	10033	8000	2	4020000	1	3
254	10034	7000	2	4020019	1	3
255	10034	3000	2	4020012	1	3
256	10034	6000	2	4080001	1	3
257	10034	1000	2	4080002	1	3
258	10034	6000	2	4090006	1	3
259	10034	1000	2	4090007	1	3
260	10034	8000	2	4020000	1	3
261	10035	7000	2	4020020	1	3
262	10035	3000	2	4020010	1	3
263	10035	6000	2	4080001	1	3
264	10035	1000	2	4080002	1	3
265	10035	6000	2	4090006	1	3
266	10035	1000	2	4090007	1	3
267	10035	8000	2	4020000	1	3
268	10036	7000	2	4020021	1	3
269	10036	3000	2	4020011	1	3
270	10036	6000	2	4080001	1	3
271	10036	1000	2	4080002	1	3
272	10036	6000	2	4090006	1	3
273	10036	1000	2	4090007	1	3
274	10036	8000	2	4020000	1	3
275	10037	7000	2	4020019	1	3
276	10037	6000	2	4080001	1	3
277	10037	1000	2	4080002	1	3
278	10037	6000	2	4090006	1	3
279	10037	1000	2	4090007	1	3
280	10037	8000	2	4020000	1	3
281	10038	7000	2	4020020	1	3
282	10038	6000	2	4080001	1	3
283	10038	1000	2	4080002	1	3
284	10038	6000	2	4090006	1	3
285	10038	1000	2	4090007	1	3
286	10038	8000	2	4020000	1	3
287	10039	7000	2	4020021	1	3
288	10039	6000	2	4080001	1	3
289	10039	1000	2	4080002	1	3
290	10039	6000	2	4090006	1	3
291	10039	1000	2	4090007	1	3
292	10039	8000	2	4020000	1	3
293	10040	7000	2	4020022	1	3
294	10040	3000	2	4020015	1	3
295	10040	6000	2	4080001	1	3
296	10040	1000	2	4080002	1	3
297	10040	6000	2	4090006	1	3
298	10040	1000	2	4090007	1	3
299	10040	8000	2	4020000	1	3
300	10041	7000	2	4020023	1	3
301	10041	3000	2	4020013	1	3
302	10041	6000	2	4080001	1	3
303	10041	1000	2	4080002	1	3
304	10041	6000	2	4090006	1	3
305	10041	1000	2	4090007	1	3
306	10041	8000	2	4020000	1	3
307	10042	7000	2	4020024	1	3
308	10042	3000	2	4020014	1	3
309	10042	6000	2	4080001	1	3
310	10042	1000	2	4080002	1	3
311	10042	6000	2	4090006	1	3
312	10042	1000	2	4090007	1	3
313	10042	8000	2	4020000	1	3
314	10043	7000	2	4020022	1	3
315	10043	6000	2	4080001	1	3
316	10043	1000	2	4080002	1	3
317	10043	6000	2	4090006	1	3
318	10043	1000	2	4090007	1	3
319	10043	8000	2	4020000	1	3
320	10044	7000	2	4020023	1	3
321	10044	6000	2	4080001	1	3
322	10044	1000	2	4080002	1	3
323	10044	6000	2	4090006	1	3
324	10044	1000	2	4090007	1	3
325	10044	8000	2	4020000	1	3
326	10045	7000	2	4020024	1	3
327	10045	6000	2	4080001	1	3
328	10045	1000	2	4080002	1	3
329	10045	6000	2	4090006	1	3
330	10045	1000	2	4090007	1	3
331	10045	8000	2	4020000	1	3
332	10046	7000	2	4020025	1	3
333	10046	3000	2	4020018	1	3
334	10046	6000	2	4080001	1	3
335	10046	1000	2	4080002	1	3
336	10046	6000	2	4090006	1	3
337	10046	1000	2	4090007	1	3
338	10046	8000	2	4020000	1	3
339	10047	7000	2	4020026	1	3
340	10047	3000	2	4020016	1	3
341	10047	6000	2	4080001	1	3
342	10047	1000	2	4080002	1	3
343	10047	6000	2	4090006	1	3
344	10047	1000	2	4090007	1	3
345	10047	8000	2	4020000	1	3
346	10048	7000	2	4020027	1	3
347	10048	3000	2	4020017	1	3
348	10048	6000	2	4080001	1	3
349	10048	1000	2	4080002	1	3
350	10048	6000	2	4090006	1	3
351	10048	1000	2	4090007	1	3
352	10048	8000	2	4020000	1	3
353	10049	7000	2	4020028	1	3
354	10049	6000	2	4080001	1	3
355	10049	1000	2	4080002	1	3
356	10049	6000	2	4090006	1	3
357	10049	1000	2	4090007	1	3
358	10049	8000	2	4020000	1	3
359	10050	7000	2	4020029	1	3
360	10050	6000	2	4080001	1	3
361	10050	1000	2	4080002	1	3
362	10050	6000	2	4090006	1	3
363	10050	1000	2	4090007	1	3
364	10050	8000	2	4020000	1	3
365	10051	7000	2	4020030	1	3
366	10051	6000	2	4080001	1	3
367	10051	1000	2	4080002	1	3
368	10051	6000	2	4090006	1	3
369	10051	1000	2	4090007	1	3
370	10051	8000	2	4020000	1	3
371	10052	7000	2	4020031	1	3
372	10052	3000	2	4020021	1	3
373	10052	6000	2	4080001	1	3
374	10052	1000	2	4080002	1	3
375	10052	6000	2	4090006	1	3
376	10052	1000	2	4090007	1	3
377	10052	8000	2	4020000	1	3
378	10053	7000	2	4020032	1	3
379	10053	3000	2	4020019	1	3
380	10053	6000	2	4080001	1	3
381	10053	1000	2	4080002	1	3
382	10053	6000	2	4090006	1	3
383	10053	1000	2	4090007	1	3
384	10053	8000	2	4020000	1	3
385	10054	7000	2	4020033	1	3
386	10054	3000	2	4020020	1	3
387	10054	6000	2	4080001	1	3
388	10054	1000	2	4080002	1	3
389	10054	6000	2	4090006	1	3
390	10054	1000	2	4090007	1	3
391	10054	8000	2	4020000	1	3
392	10055	7000	2	4020034	1	3
393	10055	6000	2	4080001	1	3
394	10055	1000	2	4080002	1	3
395	10055	6000	2	4090006	1	3
396	10055	1000	2	4090007	1	3
397	10055	8000	2	4020000	1	3
398	10056	7000	2	4020035	1	3
399	10056	6000	2	4080001	1	3
400	10056	1000	2	4080002	1	3
401	10056	6000	2	4090006	1	3
402	10056	1000	2	4090007	1	3
403	10056	8000	2	4020000	1	3
404	10057	7000	2	4020036	1	3
405	10057	6000	2	4080001	1	3
406	10057	1000	2	4080002	1	3
407	10057	6000	2	4090006	1	3
408	10057	1000	2	4090007	1	3
409	10057	8000	2	4020000	1	3
410	20001	4000	2	4070028	1	1
411	20001	5000	2	4030001	1	1
412	20001	5000	2	4020001	1	3
413	20001	5000	2	4020002	1	3
414	20001	5000	2	4020003	1	3
415	20001	6000	2	4080001	1	3
416	20001	1000	2	4080002	1	3
417	20001	6000	2	4090006	1	3
418	20001	1000	2	4090007	1	3
419	20001	8000	2	4020000	1	3
420	20002	5000	2	4030001	1	1
421	20002	5000	2	4020001	1	3
422	20002	5000	2	4020002	1	3
423	20002	5000	2	4020003	1	3
424	20002	6000	2	4080001	1	3
425	20002	1000	2	4080002	1	3
426	20002	6000	2	4090006	1	3
427	20002	1000	2	4090007	1	3
428	20002	8000	2	4020000	1	3
429	20003	4000	2	4070018	1	1
430	20003	5000	2	4030001	1	1
431	20003	5000	2	4020001	1	3
432	20003	5000	2	4020002	1	3
433	20003	5000	2	4020003	1	3
434	20003	6000	2	4080001	1	3
435	20003	1000	2	4080002	1	3
436	20003	6000	2	4090006	1	3
437	20003	1000	2	4090007	1	3
438	20003	8000	2	4020000	1	3
439	20004	5000	2	4030001	1	1
440	20004	5000	2	4020001	1	3
441	20004	5000	2	4020002	1	3
442	20004	5000	2	4020003	1	3
443	20004	6000	2	4080001	1	3
444	20004	1000	2	4080002	1	3
445	20004	6000	2	4090006	1	3
446	20004	1000	2	4090007	1	3
447	20004	8000	2	4020000	1	3
448	20005	4000	2	4070002	1	1
449	20005	5000	2	4030001	1	1
450	20005	5000	2	4020001	1	3
451	20005	5000	2	4020002	1	3
452	20005	5000	2	4020003	1	3
453	20005	6000	2	4080001	1	3
454	20005	1000	2	4080002	1	3
455	20005	6000	2	4090006	1	3
456	20005	1000	2	4090007	1	3
457	20005	8000	2	4020000	1	3
458	20006	5000	2	4030001	1	1
459	20006	5000	2	4020001	1	3
460	20006	5000	2	4020002	1	3
461	20006	5000	2	4020003	1	3
462	20006	6000	2	4080001	1	3
463	20006	1000	2	4080002	1	3
464	20006	6000	2	4090006	1	3
465	20006	1000	2	4090007	1	3
466	20006	8000	2	4020000	1	3
467	20007	4000	2	4070001	1	1
468	20007	5000	2	4030001	1	1
469	20007	5000	2	4020001	1	3
470	20007	5000	2	4020002	1	3
471	20007	5000	2	4020003	1	3
472	20007	6000	2	4080001	1	3
473	20007	1000	2	4080002	1	3
474	20007	6000	2	4090006	1	3
475	20007	1000	2	4090007	1	3
476	20007	8000	2	4020000	1	3
477	20008	5000	2	4030002	1	1
478	20008	5000	2	4020001	1	3
479	20008	5000	2	4020002	1	3
480	20008	5000	2	4020003	1	3
481	20008	6000	2	4080001	1	3
482	20008	1000	2	4080002	1	3
483	20008	6000	2	4090006	1	3
484	20008	1000	2	4090007	1	3
485	20008	8000	2	4020000	1	3
486	20009	4000	2	4070020	1	1
487	20009	5000	2	4030002	1	1
488	20009	5000	2	4020001	1	3
489	20009	5000	2	4020002	1	3
490	20009	5000	2	4020003	1	3
491	20009	6000	2	4080001	1	3
492	20009	1000	2	4080002	1	3
493	20009	6000	2	4090006	1	3
494	20009	1000	2	4090007	1	3
495	20009	8000	2	4020000	1	3
496	20010	4000	2	4070022	1	1
497	20010	5000	2	4030002	1	1
498	20010	5000	2	4020001	1	3
499	20010	5000	2	4020002	1	3
500	20010	5000	2	4020003	1	3
501	20010	6000	2	4080001	1	3
502	20010	1000	2	4080002	1	3
503	20010	6000	2	4090006	1	3
504	20010	1000	2	4090007	1	3
505	20010	8000	2	4020000	1	3
506	20011	4000	2	4070005	1	1
507	20011	5000	2	4030002	1	1
508	20011	5000	2	4020001	1	3
509	20011	5000	2	4020002	1	3
510	20011	5000	2	4020003	1	3
511	20011	6000	2	4080001	1	3
512	20011	1000	2	4080002	1	3
513	20011	6000	2	4090006	1	3
514	20011	1000	2	4090007	1	3
515	20011	8000	2	4020000	1	3
516	20012	5000	2	4030002	1	1
517	20012	5000	2	4020004	1	3
518	20012	5000	2	4020005	1	3
519	20012	5000	2	4020006	1	3
520	20012	6000	2	4080001	1	3
521	20012	1000	2	4080002	1	3
522	20012	6000	2	4090006	1	3
523	20012	1000	2	4090007	1	3
524	20012	8000	2	4020000	1	3
525	20013	4000	2	4070017	1	1
526	20013	5000	2	4030002	1	1
527	20013	5000	2	4020004	1	3
528	20013	5000	2	4020005	1	3
529	20013	5000	2	4020006	1	3
530	20013	6000	2	4080001	1	3
531	20013	1000	2	4080002	1	3
532	20013	6000	2	4090006	1	3
533	20013	1000	2	4090007	1	3
534	20013	8000	2	4020000	1	3
535	20014	4000	2	4070028	1	1
536	20014	5000	2	4030002	1	1
537	20014	5000	2	4020004	1	3
538	20014	5000	2	4020005	1	3
539	20014	5000	2	4020006	1	3
540	20014	6000	2	4080001	1	3
541	20014	1000	2	4080002	1	3
542	20014	6000	2	4090006	1	3
543	20014	1000	2	4090007	1	3
544	20014	8000	2	4020000	1	3
545	20015	4000	2	4070023	1	1
546	20015	5000	2	4030002	1	1
547	20015	5000	2	4020004	1	3
548	20015	5000	2	4020005	1	3
549	20015	5000	2	4020006	1	3
550	20015	6000	2	4080001	1	3
551	20015	1000	2	4080002	1	3
552	20015	6000	2	4090006	1	3
553	20015	1000	2	4090007	1	3
554	20015	8000	2	4020000	1	3
555	20016	5000	2	4030003	1	1
556	20016	5000	2	4020004	1	3
557	20016	5000	2	4020005	1	3
558	20016	5000	2	4020006	1	3
559	20016	6000	2	4080001	1	3
560	20016	1000	2	4080002	1	3
561	20016	6000	2	4090006	1	3
562	20016	1000	2	4090007	1	3
563	20016	8000	2	4020000	1	3
564	20017	4000	2	4070004	1	1
565	20017	5000	2	4030003	1	1
566	20017	5000	2	4020004	1	3
567	20017	5000	2	4020005	1	3
568	20017	5000	2	4020006	1	3
569	20017	6000	2	4080001	1	3
570	20017	1000	2	4080002	1	3
571	20017	6000	2	4090006	1	3
572	20017	1000	2	4090007	1	3
573	20017	8000	2	4020000	1	3
574	20018	5000	2	4030003	1	1
575	20018	5000	2	4020004	1	3
576	20018	5000	2	4020005	1	3
577	20018	5000	2	4020006	1	3
578	20018	6000	2	4080001	1	3
579	20018	1000	2	4080002	1	3
580	20018	6000	2	4090006	1	3
581	20018	1000	2	4090007	1	3
582	20018	8000	2	4020000	1	3
583	20019	4000	2	4070025	1	1
584	20019	5000	2	4030003	1	1
585	20019	5000	2	4020004	1	3
586	20019	5000	2	4020005	1	3
587	20019	5000	2	4020006	1	3
588	20019	6000	2	4080001	1	3
589	20019	1000	2	4080002	1	3
590	20019	6000	2	4090006	1	3
591	20019	1000	2	4090007	1	3
592	20019	8000	2	4020000	1	3
593	20020	4000	2	4070016	1	1
594	20020	5000	2	4030003	1	1
595	20020	5000	2	4020004	1	3
596	20020	5000	2	4020005	1	3
597	20020	5000	2	4020006	1	3
598	20020	6000	2	4080001	1	3
599	20020	1000	2	4080002	1	3
600	20020	6000	2	4090006	1	3
601	20020	1000	2	4090007	1	3
602	20020	8000	2	4020000	1	3
603	20021	5000	2	4030003	1	1
604	20021	5000	2	4020007	1	3
605	20021	5000	2	4020008	1	3
606	20021	5000	2	4020009	1	3
607	20021	6000	2	4080001	1	3
608	20021	1000	2	4080002	1	3
609	20021	6000	2	4090006	1	3
610	20021	1000	2	4090007	1	3
611	20021	8000	2	4020000	1	3
612	20022	4000	2	4070024	1	1
613	20022	5000	2	4030003	1	1
614	20022	5000	2	4020007	1	3
615	20022	5000	2	4020008	1	3
616	20022	5000	2	4020009	1	3
617	20022	6000	2	4080001	1	3
618	20022	1000	2	4080002	1	3
619	20022	6000	2	4090006	1	3
620	20022	1000	2	4090007	1	3
621	20022	8000	2	4020000	1	3
622	20023	5000	2	4030003	1	1
623	20023	5000	2	4020007	1	3
624	20023	5000	2	4020008	1	3
625	20023	5000	2	4020009	1	3
626	20023	6000	2	4080001	1	3
627	20023	1000	2	4080002	1	3
628	20023	6000	2	4090006	1	3
629	20023	1000	2	4090007	1	3
630	20023	8000	2	4020000	1	3
631	20024	4000	2	4070021	1	1
632	20024	5000	2	4030003	1	1
633	20024	5000	2	4020007	1	3
634	20024	5000	2	4020008	1	3
635	20024	5000	2	4020009	1	3
636	20024	6000	2	4080001	1	3
637	20024	1000	2	4080002	1	3
638	20024	6000	2	4090006	1	3
639	20024	1000	2	4090007	1	3
640	20024	8000	2	4020000	1	3
641	20025	4000	2	4070010	1	1
642	20025	5000	2	4030003	1	1
643	20025	5000	2	4020007	1	3
644	20025	5000	2	4020008	1	3
645	20025	5000	2	4020009	1	3
646	20025	6000	2	4080001	1	3
647	20025	1000	2	4080002	1	3
648	20025	6000	2	4090006	1	3
649	20025	1000	2	4090007	1	3
650	20025	8000	2	4020000	1	3
651	20026	5000	2	4030004	1	1
652	20026	5000	2	4020007	1	3
653	20026	5000	2	4020008	1	3
654	20026	5000	2	4020009	1	3
655	20026	6000	2	4080001	1	3
656	20026	1000	2	4080002	1	3
657	20026	6000	2	4090006	1	3
658	20026	1000	2	4090007	1	3
659	20026	8000	2	4020000	1	3
660	20027	4000	2	4070027	1	1
661	20027	5000	2	4030004	1	1
662	20027	5000	2	4020007	1	3
663	20027	5000	2	4020008	1	3
664	20027	5000	2	4020009	1	3
665	20027	6000	2	4080001	1	3
666	20027	1000	2	4080002	1	3
667	20027	6000	2	4090006	1	3
668	20027	1000	2	4090007	1	3
669	20027	8000	2	4020000	1	3
670	20028	5000	2	4030004	1	1
671	20028	5000	2	4020007	1	3
672	20028	5000	2	4020008	1	3
673	20028	5000	2	4020009	1	3
674	20028	6000	2	4080001	1	3
675	20028	1000	2	4080002	1	3
676	20028	6000	2	4090006	1	3
677	20028	1000	2	4090007	1	3
678	20028	8000	2	4020000	1	3
679	20029	4000	2	4070014	1	1
680	20029	5000	2	4030004	1	1
681	20029	5000	2	4020007	1	3
682	20029	5000	2	4020008	1	3
683	20029	5000	2	4020009	1	3
684	20029	6000	2	4080001	1	3
685	20029	1000	2	4080002	1	3
686	20029	6000	2	4090006	1	3
687	20029	1000	2	4090007	1	3
688	20029	8000	2	4020000	1	3
689	20030	4000	2	4070009	1	1
690	20030	5000	2	4030004	1	1
691	20030	5000	2	4020007	1	3
692	20030	5000	2	4020008	1	3
693	20030	5000	2	4020009	1	3
694	20030	6000	2	4080001	1	3
695	20030	1000	2	4080002	1	3
696	20030	6000	2	4090006	1	3
697	20030	1000	2	4090007	1	3
698	20030	8000	2	4020000	1	3
699	20031	5000	2	4030005	1	1
700	20031	5000	2	4020010	1	3
701	20031	5000	2	4020011	1	3
702	20031	5000	2	4020012	1	3
703	20031	6000	2	4080001	1	3
704	20031	1000	2	4080002	1	3
705	20031	6000	2	4090006	1	3
706	20031	1000	2	4090007	1	3
707	20031	8000	2	4020000	1	3
708	20032	4000	2	4070004	1	1
709	20032	5000	2	4030005	1	1
710	20032	5000	2	4020010	1	3
711	20032	5000	2	4020011	1	3
712	20032	5000	2	4020012	1	3
713	20032	6000	2	4080001	1	3
714	20032	1000	2	4080002	1	3
715	20032	6000	2	4090006	1	3
716	20032	1000	2	4090007	1	3
717	20032	8000	2	4020000	1	3
718	20033	5000	2	4030005	1	1
719	20033	5000	2	4020010	1	3
720	20033	5000	2	4020011	1	3
721	20033	5000	2	4020012	1	3
722	20033	6000	2	4080001	1	3
723	20033	1000	2	4080002	1	3
724	20033	6000	2	4090006	1	3
725	20033	1000	2	4090007	1	3
726	20033	8000	2	4020000	1	3
727	20034	4000	2	4070020	1	1
728	20034	5000	2	4030005	1	1
729	20034	5000	2	4020010	1	3
730	20034	5000	2	4020011	1	3
731	20034	5000	2	4020012	1	3
732	20034	6000	2	4080001	1	3
733	20034	1000	2	4080002	1	3
734	20034	6000	2	4090006	1	3
735	20034	1000	2	4090007	1	3
736	20034	8000	2	4020000	1	3
737	20035	4000	2	4070006	1	1
738	20035	5000	2	4030005	1	1
739	20035	5000	2	4020010	1	3
740	20035	5000	2	4020011	1	3
741	20035	5000	2	4020012	1	3
742	20035	6000	2	4080001	1	3
743	20035	1000	2	4080002	1	3
744	20035	6000	2	4090006	1	3
745	20035	1000	2	4090007	1	3
746	20035	8000	2	4020000	1	3
747	20036	4000	2	4070028	1	1
748	20036	5000	2	4030006	1	1
749	20036	5000	2	4020010	1	3
750	20036	5000	2	4020011	1	3
751	20036	5000	2	4020012	1	3
752	20036	6000	2	4080001	1	3
753	20036	1000	2	4080002	1	3
754	20036	6000	2	4090006	1	3
755	20036	1000	2	4090007	1	3
756	20036	8000	2	4020000	1	3
757	20037	5000	2	4030006	1	1
758	20037	5000	2	4020010	1	3
759	20037	5000	2	4020011	1	3
760	20037	5000	2	4020012	1	3
761	20037	6000	2	4080001	1	3
762	20037	1000	2	4080002	1	3
763	20037	6000	2	4090006	1	3
764	20037	1000	2	4090007	1	3
765	20037	8000	2	4020000	1	3
766	20038	5000	2	4030006	1	1
767	20038	5000	2	4020010	1	3
768	20038	5000	2	4020011	1	3
769	20038	5000	2	4020012	1	3
770	20038	6000	2	4080001	1	3
771	20038	1000	2	4080002	1	3
772	20038	6000	2	4090006	1	3
773	20038	1000	2	4090007	1	3
